neighborhood,address,unit,zip_code,bedrooms,bathrooms,half_baths,price,net_effective_price,building_type,sqft,furnished,no_fee,lease_months,months_free,available_date,date_listed,url
Greenwood,326 21st Street,3L,11215,2,1,0,2850,0,RENTAL,0,f,f,,0.00,2025-12-08,2025-12-09,https://streeteasy.com/building/326-21-street-brooklyn/3l
Downtown Brooklyn,45 Hoyt Street,23E,11201,2,2,0,7136,0,RENTAL,1112,f,f,,0.00,2025-12-03,2025-12-09,https://streeteasy.com/building/hoyt-and-horn/23e
Corona,97-30 57th Avenue,UNI12L,11368,2,1,0,3175,0,RENTAL,1073,f,f,,0.00,2025-12-09,2025-12-09,https://streeteasy.com/building/lefrak-city-united-states/uni12l
Midtown,150 West 51st Street,827,10020,1,1,0,3800,0,CONDO,0,t,f,,0.00,2025-12-09,2025-12-09,https://streeteasy.com/building/150-west-51-street-new_york/827
Bedford-Stuyvesant,373 Tompkins Avenue,4F,11216,5,2,0,5600,0,MIXED_USE,0,f,f,,0.00,2025-12-08,2025-12-09,https://streeteasy.com/building/373-tompkins-avenue-brooklyn/4f
Park Slope,375 Dean Street,1011,11217,0,1,0,3199,0,RENTAL,451,f,f,,0.00,2025-12-09,2025-12-09,https://streeteasy.com/building/signum-375-dean-street-brooklyn/1011
Manhattan Valley,953 Amsterdam Avenue,B1,10025,0,1,0,2695,0,RENTAL,0,f,f,,0.00,2025-12-09,2025-12-09,https://streeteasy.com/building/953-amsterdam-avenue-new_york/b1
Astoria,23-09 Astoria Boulevard,3R,11102,2,1,0,3500,0,RENTAL,0,f,f,,0.00,2025-12-09,2025-12-09,https://streeteasy.com/building/23_09-astoria-boulevard-astoria/3r
Concourse,299 East 161st Street,602,10451,1,1,0,2900,2454,RENTAL,0,f,f,13,2.00,2025-12-09,2025-12-09,https://streeteasy.com/building/the-bronx-vibe/602
Williamsburg,130 Hope Street,205,11211,1,1,0,3308,0,RENTAL,0,f,f,,0.00,2025-12-04,2025-12-09,https://streeteasy.com/building/casa-hope/205
Ditmars-Steinway,21-70 Crescent Street,A4,11105,0,1,0,2250,0,RENTAL,0,f,f,,0.00,2025-12-09,2025-12-09,https://streeteasy.com/building/21_66-crescent-street-astoria/a4
Hoboken,635 6th Street,2A,07030,2,2,0,4500,0,UNKNOWN,1200,f,f,,0.00,2025-12-09,2025-12-09,https://streeteasy.com/building/avas-court/2a
Flushing,40-26 College Point Boulevard,8,11354,1,1,0,3000,0,CONDO,875,f,f,,0.00,2025-12-09,2025-12-09,https://streeteasy.com/building/sky-view-parc/8
Brighton Beach,3052 Brighton 01st Street,C7,11235,1,1,0,2499,0,RENTAL,651,f,f,,0.00,2025-12-09,2025-12-09,https://streeteasy.com/building/3052-brighton-1-street-brooklyn/c7
Kips Bay,225 East 25th Street,5B,10010,2,1,0,5450,0,RENTAL,0,f,f,,0.00,2025-12-15,2025-12-09,https://streeteasy.com/building/225-east-25-street-new_york/5b
Inwood,3880 9th Avenue,7V,10034,1,1,0,3200,0,RENTAL,0,f,f,,0.00,2025-12-09,2025-12-09,https://streeteasy.com/building/inwood-living/7v
Nolita,198 Elizabeth Street,16B,10012,0,1,0,2750,0,RENTAL,0,f,f,,0.00,2025-12-09,2025-12-09,https://streeteasy.com/building/198-elizabeth-street-new_york/16b
Weeksville,1584 Prospect Place,1F,11233,3,1,0,2775,0,FOURFAMILY,0,f,f,,0.00,2025-12-09,2025-12-09,https://streeteasy.com/building/1584-prospect-place-brooklyn/1f
Cobble Hill,126 Amity Street,3,11201,2,1,0,6000,0,RENTAL,1000,f,f,,0.00,2026-02-01,2025-12-09,https://streeteasy.com/building/126-amity-street-brooklyn/3
Crown Heights,1407 Dean Street,6,11216,1,1,0,2850,2692,FOURFAMILY,0,f,f,18,1.00,2025-12-15,2025-12-09,https://streeteasy.com/building/1407-dean-street-brooklyn/6
Forest Hills,14 Beechknoll Road,2,11375,3,3,0,8000,0,TWOFAMILY,0,f,f,,0.00,2025-12-15,2025-12-09,https://streeteasy.com/building/14-beechknoll-road-forest_hills/2
Woodside,37-53 62nd Street,A1,11377,1,1,0,1990,0,RENTAL,0,f,f,,0.00,2025-12-09,2025-12-09,https://streeteasy.com/building/37_53-62-street-woodside/a1
Middle Village,78-17 Metropolitan Avenue,2,11379,0,1,0,1500,0,MIXED_USE,400,f,f,,0.00,2025-12-09,2025-12-09,https://streeteasy.com/building/78_17-metropolitan-avenue-middle_village/2
Stuyvesant Heights,519 Herkimer Street,2L,11213,2,1,0,2699,0,RENTAL,0,f,f,,0.00,2025-12-09,2025-12-09,https://streeteasy.com/building/519-herkimer-street-brooklyn/2l
Greenwood,255 18th Street,156,11215,2,1,0,3900,3600,RENTAL,0,f,f,13,1.00,2025-12-09,2025-12-09,https://streeteasy.com/building/255-18th-lofts/156
Midtown,242 West 53rd Street,29H,10019,1,1,0,5350,0,RENTAL,525,f,f,,0.00,2025-12-09,2025-12-09,https://streeteasy.com/building/aro-242-west-53rd-street-new_york/29h
Lenox Hill,265 East 66th Street,36E,10065,3,2,0,12750,0,RENTAL,0,f,f,,0.00,2025-12-09,2025-12-09,https://streeteasy.com/building/265-east-66th-street-new_york/36e
Lincoln Square,2000 Broadway,26A,10023,1,1,1,5850,0,CONDO,893,f,f,,0.00,2025-12-09,2025-12-09,https://streeteasy.com/building/the-copley/26a
Yorkville,504 East 88th Street,4A,10128,1,1,0,3300,0,RENTAL,0,f,f,,0.00,2025-12-09,2025-12-09,https://streeteasy.com/building/504-east-88-street-new_york/4a
Hell's Kitchen,789 9th Avenue,4Q,10019,2,1,0,3750,0,RENTAL,0,f,f,,0.00,2025-12-10,2025-12-09,https://streeteasy.com/building/789-9-avenue-new_york/4q
Battery Park City,395 South End Avenue,16P,10280,0,1,0,3887,0,RENTAL,579,f,f,,0.00,2026-01-28,2025-12-09,https://streeteasy.com/building/395-south-end-avenue-new_york/16p
Yorkville,340 East 85th Street,1C,10028,1,1,0,2850,0,RENTAL,0,f,f,,0.00,2026-01-01,2025-12-09,https://streeteasy.com/building/340-east-85-street-new_york/1c
Downtown Brooklyn,138 Willoughby Street,45G,11201,1,1,0,5300,0,CONDOP,791,f,f,,0.00,2025-12-07,2025-12-09,https://streeteasy.com/building/brooklyn-point/45g
Midtown South,400 Fifth Avenue,53F,10018,1,1,1,7850,0,CONDO,982,f,f,,0.00,2026-01-01,2025-12-09,https://streeteasy.com/building/the-residences-at-400-fifth-avenue/53f
North Bergen,2207-2209 Grand Avenue,,07047,3,2,0,4000,0,UNKNOWN,0,f,f,,0.00,2025-12-09,2025-12-09,https://streeteasy.com/rental/4925763
Turtle Bay,236 East 47th Street,10B,10017,1,1,0,4300,0,CONDO,650,f,f,,0.00,2026-01-15,2025-12-09,https://streeteasy.com/building/the-club-at-turtle-bay/10b
Weeksville,1031 Montgomery Street,1C,11213,1,1,0,2199,0,RENTAL,0,f,f,,0.00,2025-12-09,2025-12-09,https://streeteasy.com/building/1031-montgomery-street-brooklyn/1c
