neighborhood,address,unit,zip_code,bedrooms,bathrooms,half_baths,price,net_effective_price,building_type,sqft,furnished,no_fee,lease_months,months_free,available_date,date_listed,url
Hell's Kitchen,625 West 57th Street,514,10019,1,1,0,5243,4893,RENTAL,0,f,t,15,1.00,2025-03-03,2025-03-02,https://streeteasy.com/building/via-57-west/514
Lincoln Square,244 West 64th Street,2H,10023,0,1,0,2575,1931,RENTAL,0,f,t,12,3.00,2025-02-26,2025-03-02,https://streeteasy.com/building/244-west-64-street-new_york/2h
Hell's Kitchen,625 West 57th Street,454,10019,0,1,0,4405,0,RENTAL,0,f,t,,0.00,2025-03-11,2025-03-02,https://streeteasy.com/building/via-57-west/454
Forest Hills,68-29 Burns Street,D2,11375,1,1,0,2200,0,RENTAL,726,f,f,,0.00,2025-03-07,2025-03-02,https://streeteasy.com/building/68_29-burns-street-forest_hills/d2
Chelsea,210 West 16th Street,1G,10011,2,1,0,6250,0,RENTAL,0,f,f,,0.00,2025-04-01,2025-03-02,https://streeteasy.com/building/210-west-16-street-new_york/1g
Greenpoint,142 Huron Street,5B,11222,1,1,0,5000,0,TWOFAMILY,0,f,f,,0.00,2025-04-01,2025-03-02,https://streeteasy.com/building/142-huron-street-brooklyn/5b
Stuyvesant Heights,930 De Kalb Avenue,408,11221,2,1,0,2750,0,RENTAL,0,f,f,,0.00,2025-03-02,2025-03-02,https://streeteasy.com/building/930-dekalb-avenue-brooklyn/408
Weeksville,22 Ford Street,303,11213,2,1,0,3135,0,UNKNOWN,0,f,t,,0.00,2025-03-02,2025-03-02,https://streeteasy.com/building/22-ford-street-brooklyn/303
Prospect Park South,5 Westminster Road,2B,11218,2,2,0,2450,0,RENTAL,0,f,t,,0.00,2025-03-02,2025-03-02,https://streeteasy.com/building/5-westminster-road-brooklyn/2b
Morningside Heights,160 Claremont Avenue,4K,10027,1,1,0,2350,0,RENTAL,0,f,f,,0.00,2025-04-01,2025-03-02,https://streeteasy.com/building/160-claremont-avenue-new_york/4k
Hudson Yards,319 West 30th Street,2C,10001,1,1,0,2400,0,RENTAL,0,f,t,,0.00,2025-04-02,2025-03-02,https://streeteasy.com/building/319-west-30-street-new_york/2c
Prospect Lefferts Gardens,159 Winthrop Street,3C,11225,2,1,1,3000,0,RENTAL,0,f,f,,0.00,2025-03-02,2025-03-02,https://streeteasy.com/building/159-winthrop-street-brooklyn/3c
Jamaica Hills,80-54 160th Street,,11432,4,2,0,3500,0,HOUSE,0,f,f,,0.00,2025-02-28,2025-03-02,https://streeteasy.com/rental/4668112
Midwood,1609 Ocean Avenue,3A,11230,1,1,0,1600,0,RENTAL,0,f,t,,0.00,2025-03-02,2025-03-02,https://streeteasy.com/building/1609-ocean-avenue-brooklyn/3a
Hell's Kitchen,548 West 50th Street,33F,10019,0,1,0,2300,0,RENTAL,0,f,f,,0.00,2025-03-02,2025-03-02,https://streeteasy.com/building/548-west-50-street-new_york/33f
Ditmas Park,1268 Flatbush Avenue,10,11226,2,1,0,2400,0,MIXED_USE,0,f,t,,0.00,2025-03-02,2025-03-02,https://streeteasy.com/building/1268-flatbush-avenue-brooklyn/10
